subject	qid	answer_idx	hippo_pick	blend_pick	hippo_correct	blend_correct	agree	outcome	hippo_net_correct	blend_net_correct	hippo_net_picked	blend_net_picked	hippo_pos	hippo_neg	hippo_slope	blend_pos	blend_neg	blend_slope	word_count	unique_ratio	avg_word_len
virology	32	3	0	1	0	0	0	both_wrong	-128	-123	986	986	825	953	2318	819	942	2335	19	0.9474	5.32
virology	33	3	3	0	1	0	0	hippo_wins	1019	-124	1019	940	2544	1525	27	838	962	2296	14	0.9286	5.43
virology	34	3	1	0	0	0	0	both_wrong	952	951	966	979	2503	1551	42	2498	1547	51	9	1.0	5.0
virology	35	2	2	2	1	1	1	both_right	993	996	993	996	2532	1539	25	2528	1532	36	12	1.0	4.83
virology	36	1	1	1	1	1	1	both_right	985	992	985	992	2527	1542	27	2543	1551	2	11	1.0	5.36
virology	37	3	1	0	0	0	0	both_wrong	-148	-148	933	994	810	958	2328	809	957	2330	16	0.8125	4.5
virology	38	0	3	0	0	1	0	blend_wins	-112	993	991	993	848	960	2288	2529	1536	31	6	1.0	5.5
virology	39	3	0	1	0	0	0	both_wrong	962	-126	982	-121	2518	1556	22	835	961	2300	8	1.0	6.5
virology	40	0	0	2	1	0	0	hippo_wins	944	-124	944	1028	2520	1576	0	830	954	2312	11	1.0	4.82
virology	41	0	1	2	0	0	0	both_wrong	-146	914	824	921	813	959	2324	2504	1590	2	17	0.8235	4.65
virology	42	3	3	2	1	0	0	hippo_wins	996	-135	996	-133	2545	1549	2	811	946	2339	8	1.0	5.5
virology	43	1	0	3	0	0	0	both_wrong	934	-106	964	969	2514	1580	2	821	927	2348	9	0.8889	4.89
virology	44	1	0	3	0	0	0	both_wrong	-134	961	972	996	829	963	2304	2511	1550	35	69	0.7536	5.16
virology	45	1	0	1	0	1	0	blend_wins	916	996	947	996	2492	1576	28	2521	1525	50	13	1.0	4.38
virology	46	2	1	3	0	0	0	both_wrong	-176	958	971	977	792	968	2336	2512	1554	30	15	0.9333	6.33
virology	47	2	1	2	0	1	0	blend_wins	-149	1000	972	1000	825	974	2297	2534	1534	28	13	1.0	5.23
virology	48	2	2	0	1	0	0	hippo_wins	962	913	962	944	2510	1548	38	2503	1590	3	15	1.0	5.87
virology	49	0	0	0	1	1	1	both_right	951	995	951	995	2522	1571	3	2527	1532	37	5	1.0	6.2
virology	50	1	0	0	0	0	1	both_wrong	-149	-137	1036	966	811	960	2325	830	967	2299	4	1.0	5.0
virology	51	0	2	3	0	0	0	both_wrong	-140	-134	994	1026	827	967	2302	816	950	2330	10	1.0	4.7
virology	52	1	1	3	1	0	0	hippo_wins	950	919	950	961	2523	1573	0	2491	1572	33	11	1.0	5.18
virology	53	1	1	2	1	0	0	hippo_wins	1013	980	1013	983	2540	1527	29	2538	1558	0	88	0.6591	5.48
virology	54	0	1	0	0	1	0	blend_wins	-139	1016	921	1016	826	965	2305	2538	1522	36	4	1.0	6.0
virology	55	3	3	3	1	1	1	both_right	971	1004	971	1004	2533	1562	1	2533	1529	34	8	1.0	4.12
virology	56	2	1	0	0	0	0	both_wrong	920	-123	925	927	2508	1588	0	806	929	2361	16	0.9375	5.0
virology	57	0	2	0	0	1	0	blend_wins	935	940	961	940	2508	1573	15	2499	1559	38	9	1.0	5.22
virology	58	2	1	0	0	0	0	both_wrong	-142	-118	1006	985	817	959	2320	834	952	2310	5	1.0	5.2
virology	59	3	3	2	1	0	0	hippo_wins	993	968	993	977	2531	1538	27	2513	1545	38	4	1.0	9.5
virology	60	2	2	1	1	0	0	hippo_wins	942	-147	942	-138	2518	1576	2	804	951	2341	9	1.0	4.44
virology	61	1	1	1	1	1	1	both_right	944	964	944	964	2519	1575	2	2529	1565	2	16	0.9375	4.38
virology	62	2	0	0	0	0	1	both_wrong	-144	980	999	1028	839	983	2274	2522	1542	32	30	0.8333	4.3
virology	63	2	3	0	0	0	0	both_wrong	-147	922	967	984	797	944	2355	2509	1587	0	4	1.0	7.75
virology	64	0	1	1	0	0	1	both_wrong	897	971	973	994	2487	1590	19	2513	1542	41	11	1.0	4.27
virology	65	0	0	2	1	0	0	hippo_wins	952	-162	952	1006	2510	1558	28	795	957	2344	17	0.8824	5.24
virology	66	0	3	1	0	0	0	both_wrong	-167	-153	983	1014	807	974	2315	823	976	2297	13	0.9231	5.38
virology	67	0	1	0	0	1	0	blend_wins	-112	939	951	939	815	927	2354	2493	1554	49	6	1.0	6.33
virology	68	1	1	2	1	0	0	hippo_wins	948	-167	948	892	2521	1573	2	813	980	2303	14	0.8571	5.21
virology	69	2	0	2	0	1	0	blend_wins	-145	984	977	984	816	961	2319	2516	1532	48	9	1.0	6.0
virology	70	2	2	1	1	0	0	hippo_wins	986	-115	986	1001	2524	1538	34	833	948	2315	7	1.0	5.86
virology	71	1	2	2	0	0	1	both_wrong	954	-103	988	964	2524	1570	2	836	939	2321	14	1.0	5.5
virology	72	1	0	0	0	0	1	both_wrong	-165	866	893	918	810	975	2311	2480	1614	2	9	0.8889	3.78
virology	73	2	1	0	0	0	0	both_wrong	-123	930	962	976	808	931	2357	2497	1567	32	8	1.0	5.62
virology	74	0	2	3	0	0	0	both_wrong	1003	-174	1015	-154	2535	1532	29	818	992	2286	47	0.8723	4.85
virology	75	0	1	0	0	1	0	blend_wins	933	922	980	922	2514	1581	1	2488	1566	42	26	0.8077	4.58
virology	76	0	1	0	0	1	0	blend_wins	-115	972	941	972	845	960	2291	2534	1562	0	13	1.0	5.46
virology	77	1	1	1	1	1	1	both_right	994	1000	994	1000	2517	1523	56	2531	1531	34	13	1.0	5.15
virology	78	3	2	0	0	0	0	both_wrong	-129	-104	973	948	829	958	2309	839	943	2314	15	0.8667	5.2
virology	79	1	1	2	1	0	0	hippo_wins	937	942	937	956	2505	1568	23	2499	1557	40	8	1.0	5.25
virology	80	3	2	1	0	0	0	both_wrong	933	-117	960	996	2514	1581	1	830	947	2319	12	1.0	4.67
virology	81	2	0	0	0	0	1	both_wrong	-126	936	-103	1002	817	943	2336	2502	1566	28	8	1.0	5.38
virology	82	2	2	3	1	0	0	hippo_wins	973	950	973	1023	2533	1560	3	2508	1558	30	10	1.0	4.1
virology	83	2	2	2	1	1	1	both_right	924	939	924	939	2493	1569	34	2493	1554	49	7	1.0	5.29
virology	84	0	0	3	1	0	0	hippo_wins	944	-153	944	986	2504	1560	32	815	968	2313	16	1.0	5.5
virology	85	2	2	2	1	1	1	both_right	954	977	954	977	2524	1570	2	2535	1558	3	10	1.0	5.2
virology	86	1	1	3	1	0	0	hippo_wins	1031	-127	1031	1025	2553	1522	21	832	959	2305	11	0.9091	6.0
virology	87	1	1	3	1	0	0	hippo_wins	946	949	946	989	2520	1574	2	2496	1547	53	10	1.0	4.6
virology	88	2	2	0	1	0	0	hippo_wins	969	950	969	966	2516	1547	33	2522	1572	2	10	1.0	7.1
virology	89	3	3	2	1	0	0	hippo_wins	956	-157	956	947	2525	1569	2	819	976	2301	6	1.0	4.5
virology	90	3	2	1	0	0	0	both_wrong	944	926	991	927	2505	1561	30	2492	1566	38	12	1.0	5.08
virology	91	0	0	0	1	1	1	both_right	918	944	918	944	2506	1588	2	2518	1574	4	8	1.0	6.25
virology	92	3	1	0	0	0	0	both_wrong	942	-119	967	1007	2517	1575	4	826	945	2325	11	1.0	5.18
virology	93	3	2	1	0	0	0	both_wrong	-126	-136	969	983	825	951	2320	818	954	2324	10	1.0	4.8
virology	94	0	1	0	0	1	0	blend_wins	-142	1000	964	1000	814	956	2326	2525	1525	46	12	0.9167	4.17
virology	95	3	1	3	0	1	0	blend_wins	928	983	970	983	2512	1584	0	2518	1535	43	9	1.0	5.56
virology	96	3	3	1	1	0	0	hippo_wins	961	950	961	957	2519	1558	19	2500	1550	46	11	0.9091	4.91
virology	97	0	0	1	1	0	0	hippo_wins	915	-151	915	971	2488	1573	35	812	963	2321	11	1.0	4.64
virology	98	3	3	3	1	1	1	both_right	962	989	962	989	2529	1567	0	2524	1535	37	7	1.0	6.0
virology	99	0	1	1	0	0	1	both_wrong	910	-132	952	987	2492	1582	22	832	964	2300	9	1.0	5.33
virology	100	2	1	0	0	0	0	both_wrong	-144	-122	912	943	818	962	2316	839	961	2296	14	0.8571	4.5
virology	101	2	1	3	0	0	0	both_wrong	916	-144	938	958	2505	1589	2	809	953	2334	19	0.8947	4.63
virology	102	1	3	1	0	1	0	blend_wins	-157	987	967	987	817	974	2305	2526	1539	31	17	0.9412	4.29
virology	103	1	3	1	0	1	0	blend_wins	-126	1016	1057	1016	815	941	2340	2540	1524	32	5	1.0	4.8
virology	104	1	0	2	0	0	0	both_wrong	-124	984	1000	988	824	948	2324	2538	1554	4	13	0.9231	3.23
virology	105	1	3	3	0	0	1	both_wrong	-127	-131	998	1014	815	942	2339	814	945	2337	13	0.9231	6.08
virology	106	0	1	1	0	0	1	both_wrong	939	-140	988	-112	2505	1566	25	810	950	2336	15	0.8667	3.53
virology	107	0	0	0	1	1	1	both_right	927	952	927	952	2510	1583	3	2501	1549	46	84	0.6548	4.92
virology	108	0	3	2	0	0	0	both_wrong	-161	-131	986	993	802	963	2331	813	944	2339	6	1.0	4.0
virology	109	1	1	3	1	0	0	hippo_wins	957	-148	957	945	2511	1554	31	811	959	2326	16	0.875	5.19
virology	110	1	3	3	0	0	1	both_wrong	950	969	986	980	2523	1573	0	2508	1539	49	10	1.0	5.1
virology	111	0	1	3	0	0	0	both_wrong	912	-150	961	911	2503	1591	2	791	941	2364	19	0.8947	4.63
virology	112	1	3	1	0	1	0	blend_wins	936	957	1001	957	2501	1565	30	2510	1553	33	11	0.9091	5.18
virology	113	2	2	1	1	0	0	hippo_wins	984	-126	984	1011	2539	1555	2	829	955	2312	10	1.0	4.3
virology	114	0	1	3	0	0	0	both_wrong	922	-159	929	985	2509	1587	0	815	974	2307	7	1.0	4.57
virology	115	1	3	3	0	0	1	both_wrong	-173	949	956	1014	793	966	2337	2501	1552	43	7	1.0	5.0
virology	116	1	1	0	1	0	0	hippo_wins	977	-153	977	993	2534	1557	5	811	964	2321	9	1.0	4.67
virology	117	3	0	1	0	0	0	both_wrong	-152	964	-142	1000	824	976	2296	2510	1546	40	14	0.9286	5.36
virology	118	1	3	3	0	0	1	both_wrong	-132	918	986	1023	800	932	2364	2504	1586	6	12	0.9167	4.5
virology	119	3	3	3	1	1	1	both_right	945	998	945	998	2519	1574	3	2528	1530	38	8	1.0	6.75
virology	120	2	2	2	1	1	1	both_right	913	924	913	924	2491	1578	27	2493	1569	34	14	1.0	4.79
virology	121	2	1	0	0	0	0	both_wrong	944	-123	991	974	2509	1565	22	832	955	2309	10	0.9	3.8
virology	122	1	2	0	0	0	0	both_wrong	926	-146	928	924	2511	1585	0	800	946	2350	14	0.9286	5.36
virology	123	1	0	0	0	0	1	both_wrong	962	964	966	995	2512	1550	34	2510	1546	40	17	1.0	5.59
virology	124	0	2	3	0	0	0	both_wrong	885	934	940	968	2489	1604	3	2501	1567	28	15	0.8667	4.67
virology	125	1	1	0	1	0	0	hippo_wins	935	-151	935	965	2505	1570	21	802	953	2341	12	0.9167	5.17
virology	126	1	1	1	1	1	1	both_right	974	993	974	993	2534	1560	2	2531	1538	27	12	0.8333	4.5
virology	127	1	1	1	1	1	1	both_right	968	969	968	969	2532	1564	0	2512	1543	41	11	1.0	5.36
virology	128	0	2	3	0	0	0	both_wrong	-152	965	-148	968	803	955	2338	2512	1547	37	15	0.8667	5.2
virology	129	0	2	0	0	1	0	blend_wins	920	953	922	953	2493	1573	30	2524	1571	1	20	0.95	5.1
virology	130	0	2	3	0	0	0	both_wrong	-142	952	925	1056	801	943	2352	2501	1549	46	8	1.0	5.38
virology	131	1	1	1	1	1	1	both_right	936	932	936	932	2509	1573	14	2498	1566	32	11	0.8182	4.64
virology	132	0	3	1	0	0	0	both_wrong	946	937	976	973	2519	1573	4	2491	1554	51	11	0.9091	6.09
virology	133	0	1	3	0	0	0	both_wrong	-134	926	964	979	802	936	2358	2511	1585	0	91	0.6264	4.3
virology	134	0	0	2	1	0	0	hippo_wins	971	-166	971	936	2532	1561	3	803	969	2324	7	1.0	4.86
virology	135	1	0	1	0	1	0	blend_wins	908	958	955	958	2500	1592	4	2513	1555	28	12	0.9167	3.92
virology	136	2	3	2	0	1	0	blend_wins	986	959	998	959	2529	1543	24	2512	1553	31	9	1.0	5.33
virology	137	2	0	1	0	0	0	both_wrong	985	-142	1005	993	2540	1555	1	815	957	2324	9	0.8889	5.22
virology	138	1	3	0	0	0	0	both_wrong	961	963	997	984	2516	1555	25	2513	1550	33	9	1.0	6.22
virology	139	0	2	0	0	1	0	blend_wins	-134	966	913	966	834	968	2294	2510	1544	42	12	0.8333	6.0
virology	140	3	1	1	0	0	1	both_wrong	-131	-130	897	898	841	972	2283	829	959	2308	17	0.9412	5.35
virology	141	3	2	0	0	0	0	both_wrong	-132	883	963	975	826	958	2312	2489	1606	1	9	1.0	5.78
virology	142	3	0	0	0	0	1	both_wrong	-121	881	927	912	817	938	2341	2487	1606	3	16	0.875	3.69
virology	143	0	3	2	0	0	0	both_wrong	-148	901	961	911	809	957	2330	2497	1596	3	7	1.0	5.86
virology	144	3	2	0	0	0	0	both_wrong	838	883	987	910	2466	1628	2	2489	1606	1	8	0.875	5.0
virology	145	0	1	1	0	0	1	both_wrong	959	956	974	996	2517	1558	21	2507	1551	38	18	0.8889	5.17
virology	146	1	1	2	1	0	0	hippo_wins	968	976	968	1027	2529	1561	6	2511	1535	50	15	1.0	5.07
virology	147	0	1	1	0	0	1	both_wrong	-116	948	972	956	851	967	2278	2502	1554	40	10	1.0	6.4
virology	148	1	1	3	1	0	0	hippo_wins	993	-129	993	967	2544	1551	1	820	949	2327	7	1.0	5.14
virology	149	0	3	0	0	1	0	blend_wins	-129	1021	949	1021	834	963	2299	2533	1512	51	3	1.0	4.67
virology	150	1	0	0	0	0	1	both_wrong	965	-121	969	996	2530	1565	1	822	943	2331	14	0.9286	4.21
virology	151	3	0	2	0	0	0	both_wrong	914	-127	948	860	2504	1590	2	846	973	2277	6	1.0	5.67
virology	152	0	0	1	1	0	0	hippo_wins	959	-132	959	1021	2527	1568	1	825	957	2314	5	1.0	6.4
virology	153	0	1	0	0	1	0	blend_wins	-127	975	969	975	824	951	2321	2535	1560	1	99	0.596	4.45
virology	154	1	0	1	0	1	0	blend_wins	1016	-135	1026	-135	2537	1521	38	843	978	2275	14	0.9286	5.5
virology	155	2	3	3	0	0	1	both_wrong	941	945	1028	1057	2518	1577	1	2520	1575	1	5	1.0	4.0
virology	156	3	1	2	0	0	0	both_wrong	-144	934	1018	1001	804	948	2344	2515	1581	0	12	1.0	5.75
virology	157	0	3	1	0	0	0	both_wrong	-174	-164	962	947	795	969	2332	805	969	2322	8	1.0	6.5
virology	158	0	1	0	0	1	0	blend_wins	-153	991	989	991	799	952	2345	2515	1524	57	164	0.5671	3.92
virology	159	2	0	1	0	0	0	both_wrong	986	959	1008	1020	2540	1554	2	2510	1551	35	8	0.875	4.5
virology	160	1	0	0	0	0	1	both_wrong	953	-128	983	1044	2523	1570	3	828	956	2312	8	1.0	6.25
virology	161	3	3	2	1	0	0	hippo_wins	904	-114	904	841	2485	1581	30	826	940	2330	35	0.8	4.0
virology	162	3	3	3	1	1	1	both_right	995	990	995	990	2545	1550	1	2542	1552	2	8	1.0	4.62
virology	163	3	3	3	1	1	1	both_right	998	969	998	969	2534	1536	26	2505	1536	55	10	1.0	5.1
virology	164	1	0	2	0	0	0	both_wrong	957	957	987	1029	2526	1569	1	2526	1569	1	9	1.0	5.11
virology	165	1	3	3	0	0	1	both_wrong	-134	-132	999	997	838	972	2286	832	964	2300	12	1.0	4.5
